"S/N","STATE","CONSTITUENCY","PARTY","POSITION","CANDIDATE_NAME","PWD","AGE","GENDER","QUALIFICATIONS","REMARKS"
CERT BSC",""
"1000","
"","SOKOTO","SOKOTO SOUTH","APGA","Senate","UMAR RABI'U","None","42","M","MAGAJIN RAFI",""
MODEL PRIMARY",""
SCHOOL ATIKU",""
SECONDARY SCHOOL",""
UDUS",""
"1001","SOKOTO","SOKOTO NORTH","APGA","Senate","ABUBAKAR MODI ALIYU","None","53","M","TURAKI MODEL",""
PRIMARY",""
SCHOOL SULTAN",""
ABUBAKAR S.S. SOK",""
POLYTECHNIC KEBBI",""
STATE",""
"1002","SOKOTO","SOKOTO EAST","APGA","Senate","BILYAMINU BELLO ACHIDA","None","36","M","PRIMARY SCHOOL",""
ACHIDA GSS ACHIDA",""
"1003","SOKOTO","SOKOTO EAST","APP","Senate","SANUSI IMAMU UMAR","None","51","M","FSLC SSCE",""
"1004","SOKOTO","SOKOTO NORTH","APP","Senate","SIDI AHMED MUAZU","None","44","M","FSLC SSCE",""
"1005","SOKOTO","SOKOTO SOUTH","LP","Senate","UMAR ABUBAKAR","None","36","M","FSLC WAEC/GCE",""
"1006","SOKOTO","SOKOTO EAST","LP","Senate","NAMADINA ASHIRU","None","38","M","FSLC WAEC/GCE",""
"1007","SOKOTO","SOKOTO SOUTH","NNPP","Senate","SANYINNA ALIYU","None","52","M","PRIMARY LEAVEN",""
"","","","","","ABUBAKAR","","","","CERTIFICATE HIGH",""
ELEMENTARY GRADE",""
2 TEACHER  LLB, BL,",""
"1008","SOKOTO","SOKOTO NORTH","NNPP","Senate","NAYABA  SHUAIBU","None","59","M","PRIMARY LEAVEN",""
"","","","","","MOHAMMED","","","","CERTIFICATE SSCE",""
"1009","SOKOTO","SOKOTO EAST","NNPP","Senate","ABDULLAHI DAHIRU","None","48","M","PRIMARY LEAVEN",""
CERTIFICATE WAEC",""
"1010","SOKOTO","SOKOTO NORTH","NRM","Senate","ABUBAKAR  MANU GUMBI","None","66","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
(FLSC) WAEC",""
HEALTH TEACHING",""
CERTIFICATE",""
"1011","SOKOTO","SOKOTO SOUTH","NRM","Senate","BUDA  SAIDU","None","60","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
(FLSC) GRADE II ND",""
"1012","SOKOTO","SOKOTO EAST","NRM","Senate","ABUBAKAR  IBRAHIM","None","40","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
(FLSC) WAEC NCE",""
"1013","SOKOTO","SOKOTO NORTH","PDP","Senate","DAN IYA MANIR","None","52","M","FSLC SSCE BSc.",""
"","","","","","MUHAMMAD","","","","",""
"1014","SOKOTO","SOKOTO SOUTH","PDP","Senate","WAZIRI AMINU TAMBUWAL None","","56","M","FSLC GRADE TWO",""
BSc. LAW",""
"1015","SOKOTO","SOKOTO EAST","PDP","Senate","GWANDA GOBIR SHU'AIBU","None","62","M","FSLC GRADE TWO",""
NCE",""
"1016","SOKOTO","SOKOTO EAST","PRP","Senate","HOLAI BELLO ISAH","None","59","M","FIRST SCHOOL",""
LEAVING",""
CERTIFICATE GRADE",""
II CERTIFICATE",""
"1017","SOKOTO","SOKOTO NORTH","PRP","Senate","ABDULLAHI  IBRAHIM","None","46","M","FIRST SCHOOL",""
"","","","","","GHAZALI","","","","LEAVING CERTIFICATE",""
WAEC certificate B.SC",""
"1018","SOKOTO","SOKOTO EAST","SDP","Senate","IBRAHIM MOHAMMED","None","72","M","FSLC SSCE",""
"1019","SOKOTO","SOKOTO NORTH","SDP","Senate","AMINU ABDULLAHI","None","55","M","PRIMARY SCHOOL",""
CERT SECONDARY",""
SCHOOL CERT",""
"1020","SOKOTO","SOKOTO SOUTH","SDP","Senate","LABBO BALA","None","71","M","FSLC GRADE 2",""
DIPLOMA",""
"1021","SOKOTO","SOKOTO SOUTH","ZLP","Senate","MUHAMMAD BASHIR","None","37","M","FSLC SSCE BSC",""
"1022","SOKOTO","SOKOTO EAST","ZLP","Senate","BELLO AMINU","None","41","M","FSLC SSCE",""
"1023","TARABA","TARABA","AAC","Senate","AUDU ADAMS NUHU","None","36","M","FSLC WAEC",""
"","","CENTRAL","","","","","","","STATEMENT OF",""
RESULT",""
"1024","TARABA","TARABA NORTH","ADC","Senate","ABDULRASHID","None","36","M","Hayatu Iyawa College",""
"","","","","","MUHAMMED","","","","M.A Arabic",""
"1025","TARABA","TARABA","ADC","Senate","UMAR MUSA","None","35","M","",""
"","","CENTRAL","","","","","","","",""
"1026","TARABA","TARABA SOUTH","ADC","Senate","BELLO A.","None","36","M","",""
"1027","TARABA","TARABA NORTH","APC","Senate","ABUBAKAR  SANI","None","54","M","FSLC SSCE",""
BSC. BUSINESS",""
ADMINISTRATION",""
"1028","TARABA","TARABA","APC","Senate","MARAFA BASHIR ABBA","None","57","M","FSLC TEACHER'S",""
"","","CENTRAL","","","","","","","GRADE II CERTIFICATE",""
BSC ACCOUNTING",""
"1029","TARABA","TARABA SOUTH","APC","Senate","SHIDDI USMAN DANJUMA","None","54","M","G.C.E BSC POL. SCI.",""
"1030","TARABA","TARABA SOUTH","APGA","Senate","RISHANTE  JOSEPH SULE","None","73","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
"1038","TARABA","TARABA NORTH","NNPP","Senate","HARUNA BAKO","None","41","M","FSLC SSCE ND",""
"1039","TARABA","TARABA SOUTH","NNPP","Senate","MOHAMMED IKRA","None","37","M","PRIMARY",""
CERTIFICATE SSCE",""
"1040","TARABA","TARABA","NNPP","Senate","GARBA ADAMU","None","41","M","PRIMARY",""
"","","CENTRAL","","","","","","","CERTIFICATE SSCE",""
BSc",""
"1041","TARABA","TARABA","NRM","Senate","HUSSEINI ZAHARADEEN","None","37","M","FIRST SCHOOL",""
"","","CENTRAL","","","","","","","LEAVING CERTIFICATE",""
NECO NATIONAL",""
DIPLOMA",""
"1042","TARABA","TARABA SOUTH","NRM","Senate","MUSA IBRAHIM IDRIS","None","35","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
WAEC NABTEB",""
"1043","TARABA","TARABA NORTH","NRM","Senate","YOLA IDRIS","None","42","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
SSCE",""
"1044","TARABA","TARABA SOUTH","PDP","Senate","ISHAKU DARIUS DICKSON","None","68","M","FSLC SSCE MSc.",""
"1045","TARABA","TARABA","PDP","Senate","MANU HARUNA","None","48","M","FSLC SSCE MSc.",""
"","","CENTRAL","","","","","","","",""
"1046","TARABA","TARABA NORTH","PDP","Senate","ISA SHUAIBU LAU","None","61","M","FSLC SSCE IJMB",""
"1047","TARABA","TARABA NORTH","SDP","Senate","UMAR INNOCENT  PATRICK","None","48","M","FSLC SSCE NECO",""
"1048","TARABA","TARABA SOUTH","SDP","Senate","MAGAJI MICHEAL","None","53","M","MBA",""
"1049","TARABA","TARABA","SDP","Senate","NYANGANJI GILBERT GILLS","None","43","M","FSLC WEAC BSC",""
"","","CENTRAL","","","","","","","",""
"1050","TARABA","TARABA NORTH","ZLP","Senate","YAKUBU NUHU","None","41","M","COLLEGE OF AGRICULTURE",""
"1051","YOBE","YOBE EAST","AA","Senate","MUSTAPHA TELA","None","49","M","F.S.L.C  WAEC",""
"1052","YOBE","YOBE EAST","ADC","Senate","ALI INUWA","None","36","M","FSLC SSCE",""
"1053","YOBE","YOBE SOUTH","ADC","Senate","YARIMA ADAMU, ADAMU","None","43","M","FSLC SSCE",""
"1054","YOBE","YOBE NORTH","ADC","Senate","SHERIF ALHAJI, BUNU","None","56","M","FSLC SSCE",""
"1055","YOBE","YOBE EAST","APC","Senate","GAIDAM IBRAHIM","None","65","M","FSLC WASC DEGREE",""
"1056","YOBE","YOBE NORTH","APC","Senate","","","","","",""
"1057","YOBE","YOBE SOUTH","APC","Senate","BOMAI IBRAHIM","None","62","M","FSLC WASC DEGREE",""
"","","","","","MOHAMMED","","","","",""
"1058","YOBE","YOBE SOUTH","LP","Senate","JAURO ISHAKU HABILA","None","37","M","FSLC WAEC/GCE M.SC",""
"1059","YOBE","YOBE EAST","NNPP","Senate","JAWA MUHAMMED USMAN","None","36","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
SSCE BSC",""
"1060","YOBE","YOBE NORTH","NNPP","Senate","DAIYABU GARBA HAMZA","None","58","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
SSCE DIPLOMA,,",""
DEGREE",""
"1061","YOBE","YOBE SOUTH","NNPP","Senate","ISA INUSA","None","59","M","FIRST SCHOOL",""
LEAVING",""
CERTIFICATE WASC/",""
TECH COURS/,B",""
AND C, FCTC ND,BSC",""
(HONS) AD",""
"1062","YOBE","YOBE NORTH","PDP","Senate","BELLO ILU","None","61","M","FSLC SSCE HND",""
"1063","YOBE","YOBE EAST","PDP","Senate","KOLOMI AJI","None","58","M","FSLC GCE MBA",""
"1064","YOBE","YOBE SOUTH","PDP","Senate","ABUBAKAR HALILU","None","44","M","FSLC SSCE DIPLOMA",""
"1065","YOBE","YOBE EAST","SDP","Senate","ABUBAKDAR   ALI","None","42","M","KAFILA PILOT PRI.",""
SCHOOL GTC GEIDAM",""
DEPLOMA EHE",""
"1066","YOBE","YOBE SOUTH","YPP","Senate","MAISAMBO BARDE","None","44","M","FSLC WASSCE HND",""
"1067","YOBE","YOBE EAST","YPP","Senate","MUKTAR MOHAMED","None","43","M","FSLC WAEC BSC",""
"1068","ZAMFARA","ZAMFARA WEST","AA","Senate","MOHAMMAD BELLO","None","42","M","F.S.L.C  WAEC NCE",""
"1069","ZAMFARA","ZAMFARA","AA","Senate","ATIKU BELLO GUSAU","None","60","M","F.S.L.C  WAEC ND",""
"","","CENTRAL","","","","","","","ACCONTANCY  &",""
FINANCE",""
"1070","ZAMFARA","ZAMFARA","AA","Senate","IDRIS IBRAHIM","None","59","M","F.S.L.C  WAEC BS.C",""
"","","NORTH","","","","","","","",""
"1071","ZAMFARA","ZAMFARA WEST","ADC","Senate","IBRAHIM MUSA ANKA","None","37","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
SECONDARY SCHOOL",""
CERTIFICATE",""
NATIONAL DIPLOMA",""
"1072","ZAMFARA","ZAMFARA","ADC","Senate","GARBA NUHU TUNAU","None","36","M","FIRST SCHOOL",""
"","","CENTRAL","","","","","","","LEAVING CERTIFICATE",""
SECONDARY SCHOOL",""
CERTIFICATE",""
NATIONAL DIPLOMA",""
"1073","ZAMFARA","ZAMFARA","ADC","Senate","USMAN KABIRU","None","49","M","FIRST SCHOOL",""
"","","NORTH","","","","","","","LEAVING CERTIFICATE",""
SECONDARY SCHOOL",""
CERTIFICATE",""
DIPLOMA",""
"1074","ZAMFARA","ZAMFARA WEST","ADP","Senate","SULAIMAN LAWWALI","None","42","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
SSCE ND",""
"1075","ZAMFARA","ZAMFARA","ADP","Senate","SAMIRA ABDULLAHI","None","40","F","FIRST SCHOOL",""
"","","CENTRAL","","","","","","","LEAVING CERTIFICATE",""
SSCE",""
"1076","ZAMFARA","ZAMFARA","ADP","Senate","SHEHU ABDULMAJID","None","42","M","FIRST SCHOOL",""
"","","NORTH","","","","","","","LEAVING CERTIFICATE",""
SSCE",""
"1077","ZAMFARA","ZAMFARA WEST","APC","Senate","ABUBAKAR ABDUL'AZIZ","None","53","M","TOWNSHIP PRI. SCH.",""
"","","","","","YARI","","","","TALATA MAFARA",""
GOVT. TEACHERS",""
COLLEGE, BAKURA",""
USMANU DANFODIYO",""
UNIVERSITY SOKOTO",""
"1078","ZAMFARA","ZAMFARA","APC","Senate","YA'U SAHABI ALHAJI","None","66","M","FSLC SSCE   Masters of",""
Business Admin",""
"","","NORTH","","","","","","","",""
"1079","ZAMFARA","ZAMFARA","APC","Senate","MARAFA KABIR GARBA","None","61","M","PRIMARY SCHOOL",""
CERTIFICATE",""
"","","CENTRAL","","","","","","","",""
SECONDARY SCHOOL",""
LEAVING CERTIFICATE",""
PGD",""
"1080","ZAMFARA","ZAMFARA WEST","APGA","Senate","SALEH NAZIBU","None","38","M","FSLC SSCE MIAD",""
"1081","ZAMFARA","ZAMFARA","APGA","Senate","ABDULKADIR JAMILU","None","35","M","FSLC SSCE NCE",""
"","","CENTRAL","","","","","","","",""
"1082","ZAMFARA","ZAMFARA","APGA","Senate","ABDULLAHI AMINU","None","44","M","FSLC SSCE HND",""
"","","NORTH","","","","","","","",""
"1083","ZAMFARA","ZAMFARA","APP","Senate","ABUBAKAR SHAMSU","None","37","M","Primary School leaving",""
"","","NORTH","","","","","","","Certificate Senior",""
Secondary School",""
Certificate",""
"1084","ZAMFARA","ZAMFARA","APP","Senate","ISAH BUHARI","None","35","M","SENIOR SECONDARY",""
"","","CENTRAL","","","","","","","SCHOOL CERTIFICATE",""
"1085","ZAMFARA","ZAMFARA WEST","APP","Senate","AHMAD LAWALI","None","36","M","Primary School leaving",""
Certificate Senior",""
Secondary School",""
Certificate",""
"1086","ZAMFARA","ZAMFARA","LP","Senate","YUSUF SANI","None","48","M","FSLC WAEC/GCE",""
"","","CENTRAL","","","","","","","DIPLOMA",""
"1087","ZAMFARA","ZAMFARA","LP","Senate","ADAMU YAKUBU","None","55","M","FSLC WAEC/GCE NCE",""
"","","NORTH","","","","","","","",""
"1088","ZAMFARA","ZAMFARA WEST","LP","Senate","ALIYU YAHAYA","None","55","M","FSLC WAEC/GCE",""
"1089","ZAMFARA","ZAMFARA WEST","NNPP","Senate","ADAMU ABDULMALIK","None","37","M","PRIMARY SCHOOL",""
LEAVING CERTIFICATE",""
SSCE ND",""
"1090","ZAMFARA","ZAMFARA","NNPP","Senate","YUGUDA UMAR GUSAU","None","36","M","PRIMARY SCHOOL",""
CERTIFICATE SSCE",""
"","","CENTRAL","","","","","","","",""
BACHELOR DEGREE",""
"1091","ZAMFARA","ZAMFARA","NNPP","Senate","ABDULLAHI YASINU","None","37","M","PRIMARY SCHOOL",""
LEAVING CERTIFICATE",""
"","","NORTH","","","","","","","",""
SSCE",""
"1092","ZAMFARA","ZAMFARA","NRM","Senate","ALINAKURA MUHAMMAD","None","59","M","FIRST SCHOOL",""
"","","NORTH","","","MANSUR","","","","LEAVING CERTIFICATE",""
SSCE HND ACCOUNTS",""
"1093","ZAMFARA","ZAMFARA","NRM","Senate","ABBAS NURA MOHAMMED","None","38","M","FIRST SCHOOL",""
"","","CENTRAL","","","","","","","LEAVING CERTIFICATE",""
SENIOR SECONDARY",""
SCHOOL CERTIFICATE",""
HIGHER NATIONAL",""
DIPLOMA",""
"1094","ZAMFARA","ZAMFARA WEST","PDP","Senate","SARKIN-FAGON","None","58","M","FSLC GOVT",""
"","","","","","MUHAMMED BELLO","","","","VOCATIONAL",""
TRAINING CENTRE",""
HND",""
"1095","ZAMFARA","ZAMFARA","PDP","Senate","ALIYU IKRA BILBIS","None","65","M","FSLC WASC",""
"","","CENTRAL","","","","","","","ADVANCED DIPLOMA",""
PUB. ADMIN.",""
"1096","ZAMFARA","ZAMFARA","PDP","Senate","MANDE BALA MOHAMMED","None","64","M","FSLC SSCE NIGERIAN",""
"","","NORTH","","","","","","","DEFENCE ACADEMY",""
"1097","ZAMFARA","ZAMFARA","SDP","Senate","ABDULLAHI USMAN","None","62","M","NASARAWA MAI LAYI",""
"","","NORTH","","","","","","","PRIMARY SCHOOL",""
GOVERNMENT",""
TEACHERS COLLEGE",""
THE FEDERAL",""
POLYTECHNIC KAURA",""
"1098","ZAMFARA","ZAMFARA WEST","SDP","Senate","UMAR MUHAMMED","None","35","M","PRIMARY SCHOOL",""
"","","","","","GUMMI","","","","CERT SECONDARY",""
SCHOOL CERT",""
NATIONAL DIPLOMA",""
"1099","ZAMFARA","ZAMFARA","SDP","Senate","IBRAHIM MADAWAKI ISAH","None","36","M","KUCHERL MODEL",""
"","","CENTRAL","","","","","","","PRIMARY SCHOOL",""
SAMKMAN",""
SECONDARY SCHOOL",""
COLLEGE OF HEALTH",""
& SCIENCE",""
"1100","ZAMFARA","ZAMFARA WEST","YPP","Senate","ALIYU IBRAHIM","None","37","M","FSLC SSCE CO.E",""
